Registration Group Number,Registration Group Name,Support Category Number,Support Category Name,Support Item Number,Support Item Name,Unit,Quote,"Price Limit:  NT - SA 
TAS-WA
(MMM 1-5)   ","Price Limit: ACT - NSW
QLD - VIC
(MMM 1-5)   ","Price Limit:  National
Non-Remote
(MMM 1-5)   ","Price Limit:  National Remote
(MMM 6)   ","Price Limit:  National Very Remote
(MMM 7)   "
133,Specialised Supported Employment,4,Assistance with social and community participation,04_805_0133_5_1_T,Supports In Employment - Public Holiday - TTP,H,N,,,$127.14,$178.00,$190.71
133,Specialised Supported Employment,4,Assistance with social and community participation,04_821_0133_6_1,Activity Based Transport,E,N,,,,,
133,Specialised Supported Employment,4,Assistance with social and community participation,04_891_0133_5_1,Supports in Employment - Transitional Funding Arrangements,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_040300159_0103_1_1,Repairs And Maintenance - Disability-Related Health Machines,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_040312111_0103_1_1,Ventilators - Invasive Ventilation For Continuous Use,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_040312115_0103_1_2,AT Rental - Assistive Products for Respiration Support,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_040312211_0103_1_1,Ventilators - Supplemental Ventilation Support (Including CPAP and BPAP),E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_040313111_0103_1_1,Filters And/or Humidifiers For Ventilators,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_040321111_0103_1_1,Aspirators,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_040322111_0103_1_1,Cough Assist Machine,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_040609111_0103_1_1,Air-Filled Garments And Compression Units For Managing Circulation Problems,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_040609171_0103_1_1,Replacement Garments And Compression Sleeves For Cyclic Pressure Units,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_043006111_0103_1_2,Cooling Vest - All Sizes,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_043303111_0103_1_2,Postural Support Using Foam And/or Gel (One Surface),E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_043303211_0103_1_2,Postural Support Using Foam And/or Gel (Seat Back And Other Supports Included),E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_043303511_0103_1_2,Postural Support Using Air Floatation Or Automated Pressure Management,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_043306002_0103_1_2,Pressure Mattress Air Filled Section,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_043306003_0103_1_2,Pressure Reduction Mattress,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_043306004_0103_1_2,Pressure Reduction Overlay,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_043306111_0103_1_2,Assistive Products FOR Tissue Integrity WHEN Lying DOWN - Non Powered,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_043306211_0103_1_2,Pressure Mattress - Low Air Loss Alternating Pressure,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_043318111_0103_1_2,Water Chairs,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_053603010_0103_1_2,Standing Frame - Child Under 5,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_053603111_0103_1_2,Standing Frames AND Supports FOR Standing,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_053603131_0103_1_2,Standing AND/OR Walking Frame - Child,E,Y,,,,,
135,Customised Prosthetics,5,Assistive technology,05_060000111_0135_1_2,Assistive Products And Accessories Relating To Prosthetics And Orthotics,E,N,,,,,
135,Customised Prosthetics,5,Assistive technology,05_060000115_0135_1_2,AT Rental - Prosthetic and Orthotic,E,N,,,,,
135,Customised Prosthetics,5,Assistive technology,05_060315111_0135_1_2,Cervical And Cranial Orthoses,E,N,,,,,
135,Customised Prosthetics,5,Assistive technology,05_060318121_0135_1_2,Cervico-Thoraco-Lumbo-Sacral Orthoses,E,Y,,,,,
135,Customised Prosthetics,5,Assistive technology,05_060600111_0135_1_2,Orthosis - Upper Limb - Prefabricated,E,N,,,,,
135,Customised Prosthetics,5,Assistive technology,05_060600121_0135_1_2,Orthosis - Upper Limb - Custom Made,E,Y,,,,,
135,Customised Prosthetics,5,Assistive technology,05_060688121_0135_1_2,Upper Limb Orthotic - Dynamic or Lycra,E,N,,,,,
135,Customised Prosthetics,5,Assistive technology,05_061203111_0135_1_2,Orthotic - Foot (all types) and Prefabricated Orthotic Footwear,E,N,,,,,
135,Customised Prosthetics,5,Assistive technology,05_061203121_0135_1_2,Orthopaedic Shoes - Other Custom Made,E,Y,,,,,
135,Customised Prosthetics,5,Assistive technology,05_061206111_0135_1_2,Orthosis - Ankle Foot (AFO) - Prefabricated,E,N,,,,,
135,Customised Prosthetics,5,Assistive technology,05_061206121_0135_1_2,Orthosis - Ankle Foot (AFO) - Custom Made,E,Y,,,,,
135,Customised Prosthetics,5,Assistive technology,05_061206221_0135_1_2,Orthosis - Ankle Foot WITH Ankle Joints - Custom Made,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_061209111_0105_1_2,Orthosis - Knee - Prefabricated,E,N,,,,,
135,Customised Prosthetics,5,Assistive technology,05_061209121_0135_1_2,Orthosis - Knee - Custom Made,E,N,,,,,
135,Customised Prosthetics,5,Assistive technology,05_061209221_0135_1_2,Orthosis - Thigh Knee Ankle - Custom Made,E,Y,,,,,
135,Customised Prosthetics,5,Assistive technology,05_061212121_0135_1_2,Orthosis - Knee Ankle Foot - Custom Made,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_061215111_0105_1_2,Orthosis - Hip - Prefabricated,E,N,,,,,
135,Customised Prosthetics,5,Assistive technology,05_061218121_0135_1_2,Orthosis - Hip Thigh Knee Ankle - Custom Made,E,Y,,,,,
135,Customised Prosthetics,5,Assistive technology,05_061218221_0135_1_2,Orthosis - Bilateral Hip Knee Ankle Foot Orthosis (Rgo) - Prefabricated,E,Y,,,,,
135,Customised Prosthetics,5,Assistive technology,05_061219121_0135_1_2,Body Orthotic - DYNAMIC OR Lycra,E,Y,,,,,
135,Customised Prosthetics,5,Assistive technology,05_061219221_0135_1_2,Orthosis - Bilateral Thoracolumbar/Lumbo-Sacral Hip Knee Ankle Foot -Custom,E,Y,,,,,
135,Customised Prosthetics,5,Assistive technology,05_061236191_0135_1_2,Prosthetic - Additional Cost For Use In Wet Environment (E.G.Waterproofing),E,Y,,,,,
135,Customised Prosthetics,5,Assistive technology,05_061500111_0135_1_2,Trunk/Lower Body Orthoses - FES Or Powered - To Support Standing And/Or Walking,E,Y,,,,,
135,Customised Prosthetics,5,Assistive technology,05_061800121_0135_1_2,Prosthetic - Upper Limb (Including Powered),E,Y,,,,,
135,Customised Prosthetics,5,Assistive technology,05_061826171_0135_1_2,Adaptions For Arm And Hand Prosthetics For Sport And Leisure,E,N,,,,,
135,Customised Prosthetics,5,Assistive technology,05_062200921_0135_1_2,Prosthetic - Osseo-Integration Mounting Additional Cost (Upper OR Lower),E,Y,,,,,
135,Customised Prosthetics,5,Assistive technology,05_062409121_0135_1_2,Prosthetic - Transtibial OR Lower,E,Y,,,,,
135,Customised Prosthetics,5,Assistive technology,05_062415121_0135_1_2,Prosthetic - Transfemoral OR Higher,E,Y,,,,,
135,Customised Prosthetics,5,Assistive technology,05_062488034_0135_1_2,Lower Limb Prostheses - Other,E,Y,,,,,
135,Customised Prosthetics,5,Assistive technology,05_062488121_0135_1_2,Specialist Prosthetic Lower Limb FOR Sports,E,Y,,,,,
135,Customised Prosthetics,5,Assistive technology,05_063000121_0135_1_2,Prosthetic - Not Limb Related,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_090000111_0103_1_2,Assistive Products And Accessories For Personal Care Hygiene Beds,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_090000155_0103_1_2,AT Rental Products for Personal Care and Safety,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_091200111_0103_1_2,Toilet Attachments And Accessories - Seat And/or Toilet Raiser/Toileting Bidet,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_091203053_0103_1_2,Mobile Shower Commode - Low Transporter,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_091203055_0103_1_2,Mobile Shower Commode - Child Transporter,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_091203111_0103_1_2,Shower Commode - Wheeled,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_091203121_0103_1_2,Shower Commode - Wheeled - Custom Made,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_093305121_0103_1_2,Bathing Support - Special Design,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_093307111_0103_1_2,Change TABLE/Shower Trolley - Manual OR Fixed,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_093307211_0103_1_2,Change TABLE/Shower Trolley - Powered Adjustment,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_098800044_0103_1_2,Personal Care AND Safety Equipment - Other,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_120000115_0105_1_2,AT Rental for Personal Mobility and Transfer,E,N,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_120303111_0105_1_2,Walking Supports - Sticks Canes And Crutches,E,N,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_120606111_0105_1_2,Walking Frame OR Walker,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_120606131_0105_1_2,Rollator AND Wheeled Walkers - Paediatric - Special Design,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_120612100_0105_1_2,Walking Tables,E,N,,,,,
109,Vehicle Modifications,5,Assistive technology,05_121200111_0109_1_2,Assistive Products Relating To Vehicles And Transport Safety,E,N,,,,,
109,Vehicle Modifications,5,Assistive technology,05_121205111_0109_1_2,Vehicle - Accessories/Adaptions For Driver Control e.g. Steering/Braking/Accel,E,Y,,,,,
109,Vehicle Modifications,5,Assistive technology,05_121208111_0109_1_2,Vehicle - Accessories/Adaptions For Ancillary Functions e.g. Lights Locking,E,N,,,,,
109,Vehicle Modifications,5,Assistive technology,05_121209121_0109_1_2,Car Seating AND/OR Seat Belts - Modifier Installed,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_121212111_0103_1_2,Specialised Child Car Seats - NO Vehicle Modification Required,E,Y,,,,,
109,Vehicle Modifications,5,Assistive technology,05_121215111_0109_1_2,Vehicle Hoist FOR Passenger ONLY + Sling SYSTEM,E,Y,,,,,
109,Vehicle Modifications,5,Assistive technology,05_121218111_0109_1_2,Vehicle Hoist FOR Wheelchair AND Passenger + Accessories,E,Y,,,,,
109,Vehicle Modifications,5,Assistive technology,05_121221111_0109_1_2,Vehicle Hoist OR Ramp FOR LOADING AND/OR Securing Unoccupied Wheelchair,E,Y,,,,,
109,Vehicle Modifications,5,Assistive technology,05_121227121_0109_1_2,Vehicle Chassis And/or Body Modification For Access - Wheelchair Passengers,E,Y,,,,,
108,Assistance With Travel/Transport Arrangements,5,Assistive technology,05_121227125_0108_1_2,AT Rental - Vehicle modified for Access,E,N,,,,,
109,Vehicle Modifications,5,Assistive technology,05_121227221_0109_1_2,Vehicle Chassis And Body Modification For Access - Wheelchair Seated Driver,E,Y,,,,,
109,Vehicle Modifications,5,Assistive technology,05_121230111_0109_1_2,Wheelchair Carrier/Trailer,E,Y,,,,,
109,Vehicle Modifications,5,Assistive technology,05_121290111_0109_1_2,Vehicle Modification Engineers Certification Cost,E,N,,,,,
112,Assistive Equipment For Recreation,5,Assistive technology,05_121800121_0112_1_2,Bicycle Tricycle And/or Carts  - Adapted For Functional Needs,E,Y,,,,,
112,Assistive Equipment For Recreation,5,Assistive technology,05_121805111_0112_1_2,Bicycle - Adapted FOR Hand Propulsion,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122203107_0105_1_2,Wheelchair - Manual Folding - Child,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122203121_0105_1_2,MWC SELF-Propel + Custom Folding/Rigid Frame (ADD Specialised Seating),E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122203211_0105_1_2,MWC Basic Folding/Light Weight/Transit,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122203221_0105_1_2,MWC Lightweight/Ultra-Light Weight (WITHOUT Seating),E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122203321_0105_1_2,MWC - Sport AND Recreation USE,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122218111_0105_1_2,MWC Attendant Propel + Custom Folding/Rigid Frame,E,N,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122303111_0105_1_2,Scooter: Indoor/Outdoor USE,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122303191_0105_1_2,Scooter: Heavy Duty/Robust Activity SPECIFIC,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122303211_0105_1_2,Scooter (Electrically Powered) - Portable,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122303511_0105_1_2,Scooter: Small Folding/Travel Light-Weight Scooter,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122306111_0105_1_2,PWC Basic + Factory Seating,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122306139_0105_1_2,Wheelchair - Powered With Powered Standing Mechanism,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122306191_0105_1_2,PWC ALL Terrain/Heavy Duty Base  (WITHOUT Seating),E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122306211_0105_1_2,PWC Basic Frame + Factory Control (ADD Specialised Seating),E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122306221_0105_1_2,PWC Customised Base + Manual Postural Adjustment (WITHOUT Seating),E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122306321_0105_1_2,PWC Customised Base + Power Assist Height/Tilt-In-Space (Without Seating),E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122403111_0105_1_2,PWC Accessory - Alternate Operator Control SYSTEM,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122409171_0105_1_2,MWC Accessory - Power-Assist Drive Technology,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122442171_0105_1_2,Wheelchair Accessory - Health-Related AT/Ventilator Carrier,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122490111_0105_1_2,PWC Accessory - Powered Adjustment FOR Limbs OR Recline,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122707131_0105_1_2,Stroller/Pram/Buggy/Push Chair WITH Supportive Seating,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122707231_0105_1_2,Stroller/Pram/Buggy WITH Specialised Seating SYSTEM,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122707331_0105_1_2,Paediatric Stroller/Wheelchair Height Adaptable Base - Specialised Seating Sys,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122715131_0105_1_2,Crawlers/Mobility Boards/Trolley,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_122718150_0105_1_2,Wheeled Stretcher - Self Propelled,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_123603111_0105_1_2,Mobile Hoist + Slings(X2) (Including Standing),E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_123606168_0105_1_2,Mobile Hoist - Seat OR TABLE,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_123612111_0105_1_2,Ceiling Hoist + Slings(X2),E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_123612511_0105_1_2,Hoists FOR Transfer INTO/OUT OF Pools/Adverse Environment,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_123621111_0105_1_2,Hoist Sling,E,N,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_123621121_0105_1_2,Hoist Sling - Custom Made Or Bariatric,E,N,,,,,
113,Vision Equipment,5,Assistive technology,05_123909111_0113_1_2,Visual Navigation - Tactile Maps/Acoustic Device,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_129000111_0105_1_2,Assistive Products And Accessories Relating To Personal Mobility Or Transfer,E,N,,,,,
123,Assistive Products For Household Tasks,5,Assistive technology,05_150000111_0123_1_2,Assistive Products And Accessories Relating To Participating In Household Tasks,E,N,,,,,
123,Assistive Products For Household Tasks,5,Assistive technology,05_150000115_0123_1_2,AT Rental - Assistive Products for Household Tasks,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_180315111_0103_1_2,Bed Furniture: Over-Bed Table Or Support,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_180909111_0103_1_2,Specialised Seating WITH Sit-Stand Assistance,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_180921121_0103_1_2,Specialised Static Seating With Pressure Management And/or Postural Support,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_180939111_0105_1_2,Customised Postural Support Componentry,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_181000121_0105_1_2,Custom Made Postural Seating SYSTEM,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_181006111_0105_1_2,Seat Or Back Postural Support - Prefabricated (1 Piece),E,N,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_181006188_0105_1_2,Seat Or Back Support For Tissue Integrity Management (1 Piece),E,N,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_181009111_0105_1_2,Limb Or Positioning Postural Support - Prefabricated (1 Piece),E,N,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_181009121_0105_1_2,Limb Foot Or Head Support For Tissue Integrity Management (1 Piece),E,N,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_181012111_0105_1_2,Head Postural Support - Prefabricated,E,Y,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_181024111_0105_1_2,Wheelchair Accessory - Tray/Anterior Support,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_181200711_0103_1_2,Bed Access/Transfer Pole/Blocks/Rails/Rail-Covers,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_181207111_0103_1_2,Manual Beds: Bed Frame/Cot/Cradle,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_181210111_0103_1_2,Electric Beds: Adjustable Hi Lo Bed/Cot Frames With Repositioning Systems,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_181224711_0103_1_2,Custom Sleep Positioning SYSTEM AND Accessories,E,Y,,,,,
124,Communication And Information Equipment,5,Assistive technology,05_220000111_0124_1_2,Assistive Products And Accessories Supporting Comms And Info Needs,E,N,,,,,
113,Vision Equipment,5,Assistive technology,05_220300111_0113_1_2,Assistive Products Relating To Vision,E,N,,,,,
113,Vision Equipment,5,Assistive technology,05_220300115_0113_1_2,AT Rental - Vision support or alternate access,E,N,,,,,
113,Vision Equipment,5,Assistive technology,05_220318111_0113_1_2,Image Enlargement - Software,E,N,,,,,
113,Vision Equipment,5,Assistive technology,05_220318211_0113_1_2,Electronic Reading Technology USING Video/Cctv,E,Y,,,,,
122,Hearing Equipment,5,Assistive technology,05_220600112_0122_1_2,AT Rental - Hearing Devices and Accessories,E,N,,,,,
122,Hearing Equipment,5,Assistive technology,05_220615111_0122_1_2,Standard level hearing device,E,N,,,$481.05,$481.05,$481.05
122,Hearing Equipment,5,Assistive technology,05_220615211_0122_1_2,Intermediate level hearing device,E,N,,,"$1,072.50","$1,072.50","$1,072.50"
122,Hearing Equipment,5,Assistive technology,05_220615511_0122_1_2,Advanced level hearing device,E,N,,,"$2,530.00","$2,530.00","$2,530.00"
122,Hearing Equipment,5,Assistive technology,05_220618111_0122_1_2,Non-Standard Hearing device  ,E,Y,,,,,
119,Specialised Hearing Services (Equipment Special Assess Setup),5,Assistive technology,05_220621111_0119_1_2,Cochlear Implant Speech Processor And Coil - CSO - AH Only (In Kind),E,N,,,,,
122,Hearing Equipment,5,Assistive technology,05_220627111_0122_1_2,Personal Amplifiers/Binaural Listener,E,Y,,,,,
122,Hearing Equipment,5,Assistive technology,05_220627171_0122_1_2,Remote Control For Hearing Aids,E,N,,,,,
122,Hearing Equipment,5,Assistive technology,05_220627232_0122_1_2,Tv Device For Hearing Assistance,E,N,,,,,
122,Hearing Equipment,5,Assistive technology,05_220627271_0122_1_2,Music Devices,E,N,,,,,
124,Communication And Information Equipment,5,Assistive technology,05_220906234_0124_1_2,Voice Amplifiers For Personal Use,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_221200111_0103_1_2,Education Communication: Reading/Writing/Input/output Items,E,N,,,,,
111,Home Modification Design And Construction,5,Assistive technology,05_221200111_0111_2_2,Safety: Slip Resistance Coating/Grab And/or Guide Rails,E,N,,,,,
113,Vision Equipment,5,Assistive technology,05_221221111_0113_1_2,Communication: Note-Taking/Braille/Tactile Displays,E,Y,,,,,
122,Hearing Equipment,5,Assistive technology,05_221830247_0122_1_2,Induction Loop Devices,E,N,,,,,
124,Communication And Information Equipment,5,Assistive technology,05_222100111_0124_1_2,Face To Face Communication: Non-Electronic Comms Devices Books And Tools,E,N,,,,,
124,Communication And Information Equipment,5,Assistive technology,05_222100115_0124_1_2,AT Rental - Communication & Computer access,E,N,,,,,
124,Communication And Information Equipment,5,Assistive technology,05_222102111_0124_1_2,Software And Related Items For Advanced Comms Functions -Computer/Tablet/Phone,E,N,,,,,
124,Communication And Information Equipment,5,Assistive technology,05_222102211_0124_1_2,Adapted Commercial Comp Tablet Or Smartphone For Sensory Or Cognitive Disab,E,Y,,,,,
124,Communication And Information Equipment,5,Assistive technology,05_222106253_0124_1_2,Communication Amplifiers,E,N,,,,,
122,Hearing Equipment,5,Assistive technology,05_222106443_0122_1_2,remote microphone system,E,Y,,,,,
124,Communication And Information Equipment,5,Assistive technology,05_222109111_0124_1_2,Electronic Face To Face Comms - Speech Generating/Visual/Comm Devices,E,Y,,,,,
124,Communication And Information Equipment,5,Assistive technology,05_222109254_0124_1_2,Static - Single Button Device Which Provides Audible Message Output,E,N,,,,,
122,Hearing Equipment,5,Assistive technology,05_222403225_0122_1_2,Adapted Landline Telephone,E,N,,,,,
113,Vision Equipment,5,Assistive technology,05_222406258_0113_1_2,Mobile Phone With Voice Output And Text Enlargement,E,N,,,,,
111,Home Modification Design And Construction,5,Assistive technology,05_222421111_0111_2_2,Dwelling Adjustments Or Changes Required Not Otherwise Described,E,N,,,,,
123,Assistive Products For Household Tasks,5,Assistive technology,05_222704111_0123_1_2,Safety Devices: Adapted Smoke Detector/Doorbells,E,N,,,,,
122,Hearing Equipment,5,Assistive technology,05_222704266_0122_1_2,Baby Cry Alerting Systems For Hearing Impaired,E,N,,,,,
123,Assistive Products For Household Tasks,5,Assistive technology,05_222716260_0123_1_2,Adapted Devices For Phone Access/Alarms/Clocks/Programmable Memory Devices,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_222718111_0103_1_2,Seizure Mat Location Alert Type Alarm Systems,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_222721111_0103_1_2,Safety Devices: Flashing - Vibrating Doorbell/Smoke Alert/ Personal Alarms,E,N,,,,,
124,Communication And Information Equipment,5,Assistive technology,05_223003279_0124_1_2,Personal Reader - Speech Output,E,Y,,,,,
124,Communication And Information Equipment,5,Assistive technology,05_223030280_0124_1_2,Personal Reader - Speech AND Visual Output,E,Y,,,,,
124,Communication And Information Equipment,5,Assistive technology,05_223621191_0124_1_2,Specialised Computer Input Device Using Eye Or Neural/Neuromuscular Control,E,Y,,,,,
124,Communication And Information Equipment,5,Assistive technology,05_223621271_0124_1_2,Head Pointer,E,Y,,,,,
113,Vision Equipment,5,Assistive technology,05_223906111_0113_1_2,Alternate FORMAT Printer - Computer - Braille Etc.,E,Y,,,,,
124,Communication And Information Equipment,5,Assistive technology,05_223907278_0124_1_2,Portable Audible Player For Computer,E,N,,,,,
113,Vision Equipment,5,Assistive technology,05_223912111_0113_1_2,PRINT Disability Software/Lp Keyboard,E,Y,,,,,
123,Assistive Products For Household Tasks,5,Assistive technology,05_241303121_0123_1_2,Environmental Control (Ecu)/ Safety-Related Products,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_242400111_0103_1_2,Technology AND Other Device Positioning Systems,E,Y,,,,,
112,Assistive Equipment For Recreation,5,Assistive technology,05_300000111_0112_1_2,Assistive Products Relating To Recreation And Sport,E,N,,,,,
112,Assistive Equipment For Recreation,5,Assistive technology,05_300000115_0112_1_2,AT Rental - Modified for accessible recreation,E,N,,,,,
112,Assistive Equipment For Recreation,5,Assistive technology,05_300309111_0112_1_2,Play: Adapted Toys/Switch Toys/Adapted Game Interface,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_301_0103_1_2,Equipment Alterations And Adjustments,E,N,,,,,
112,Assistive Equipment For Recreation,5,Assistive technology,05_308800285_0112_1_2,Adapted Recreation Equipment - Other,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_500000303_0103_1_2,Repairs - Other Equipment,E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_500433443_0103_1_2,Repairs - Personal Care/Safety After-Hours (One Unit),E,N,,,,,
135,Customised Prosthetics,5,Assistive technology,05_500612441_0135_1_2,Orthotic Repair,E,N,,,,,
135,Customised Prosthetics,5,Assistive technology,05_500624304_0135_1_2,Minor Prosthetic Repair - Average Price,E,N,,,,,
135,Customised Prosthetics,5,Assistive technology,05_500624305_0135_1_2,Major Prosthetic Repair - Average Price,E,Y,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_500933306_0103_1_2,Bathing And Toileting Equipment Repair,E,N,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_501200307_0105_1_2,Repairs - Mobility Domain - Wheeled Mobility Minor Repair,E,N,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_501200308_0105_1_2,Repairs - Mobility DOMAIN - Wheeled Mobility Major Repair,E,Y,,,,,
109,Vehicle Modifications,5,Assistive technology,05_501212373_0109_1_2,Repair Vehicle Modification,E,N,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_501224309_0105_1_2,Tyres,E,N,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_501224310_0105_1_2,Battery Or Charger,E,N,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_501236025_0105_1_2,Transfer Equipment Repair,E,N,,,,,
105,Personal Mobility Equipment,5,Assistive technology,05_501288435_0105_1_2,Repairs - Mobility Domain - After-Hours (One Unit),E,N,,,,,
103,Assistive Products For Personal Care And Safety,5,Assistive technology,05_501812311_0103_1_2,Electric Bed Repair,E,N,,,,,
